City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
udaipura,23.08,78.5,75.72,52.0,5.0,4.81,IN,1603228211.0
warrnambool,-38.38,142.48,50.0,94.0,33.0,3.58,AU,1603228168.0
sindor,62.86,51.89,27.52,99.0,88.0,2.26,RU,1603228212.0
kushima,31.46,131.23,62.01,67.0,18.0,10.0,JP,1603228212.0
simao,22.79,100.97,59.18,95.0,100.0,1.77,CN,1603227932.0
waddan,29.16,16.14,65.57,63.0,0.0,15.21,LY,1603228213.0
queanbeyan,-35.35,149.23,57.99,82.0,90.0,5.82,AU,1603228040.0
thinadhoo,0.53,72.93,82.47,77.0,95.0,13.0,MV,1603227921.0
volksrust,-27.37,29.88,57.49,88.0,82.0,7.96,ZA,1603228214.0
orange cove,36.62,-119.31,84.99,34.0,1.0,3.02,US,1603228214.0
pechenga,69.53,31.17,32.0,96.0,40.0,6.93,RU,1603228214.0
bam,29.11,58.36,63.28,18.0,0.0,11.14,IR,1603228214.0
xuddur,4.12,43.89,74.5,79.0,49.0,15.01,SO,1603228015.0
zyryanka,65.75,150.85,9.61,95.0,35.0,3.91,RU,1603227958.0
itaituba,-4.28,-55.98,94.77,36.0,100.0,3.11,BR,1603228215.0
maridi,4.92,29.47,67.59,90.0,94.0,3.02,SS,1603228215.0
manavgat,36.79,31.44,68.0,77.0,75.0,12.75,TR,1603228215.0
kalghatgi,15.18,74.97,70.16,98.0,100.0,5.77,IN,1603227967.0
gouyave,12.16,-61.73,87.8,66.0,20.0,23.04,GD,1603228216.0
bhabua,25.05,83.62,72.91,53.0,0.0,2.08,IN,1603228216.0
petropavlovka,50.61,105.32,26.89,77.0,100.0,1.5,RU,1603228216.0
kinablangan,7.69,126.55,79.0,75.0,100.0,4.45,PH,1603227864.0
port moresby,-9.44,147.18,77.0,100.0,75.0,5.82,PG,1603227882.0
angoram,-4.06,144.07,75.13,90.0,99.0,1.95,PG,1603227913.0
meadow lake,34.8,-106.54,82.99,10.0,40.0,4.7,US,1603228217.0
truth or consequences,33.13,-107.25,88.0,9.0,1.0,9.17,US,1603228217.0
laranjeiras do sul,-25.41,-52.42,73.09,68.0,44.0,3.22,BR,1603228217.0
qurayyat,31.33,37.34,71.6,46.0,0.0,9.17,SA,1603228217.0
mao,39.89,4.27,68.0,88.0,20.0,16.11,ES,1603228218.0
khorixas,-20.37,14.97,61.05,34.0,0.0,3.62,NA,1603228218.0
porto novo,6.5,2.6,80.6,88.0,40.0,10.29,BJ,1603228159.0
nizhniy kuranakh,58.84,125.49,24.6,97.0,100.0,2.68,RU,1603228219.0
arrecife,28.96,-13.55,75.2,73.0,40.0,8.05,ES,1603228219.0
talikota,16.48,76.32,72.57,90.0,100.0,6.04,IN,1603228219.0
la palma,33.85,-118.05,81.0,50.0,1.0,7.02,US,1603228067.0
challans,46.84,-1.87,60.01,93.0,90.0,11.41,FR,1603228219.0
aragarcas,-15.9,-52.25,79.86,75.0,79.0,1.72,BR,1603228220.0
savalou,7.93,1.98,77.09,87.0,100.0,4.27,BJ,1603228220.0
colac,-38.33,143.58,48.0,92.0,93.0,1.36,AU,1603228220.0
feldkirchen,48.15,11.74,46.99,91.0,100.0,2.93,DE,1603228220.0
yerbogachen,61.28,108.01,20.97,97.0,98.0,7.29,RU,1603228221.0
forbes,-33.38,148.02,60.62,68.0,69.0,6.13,AU,1603227957.0
teya,60.38,92.63,29.21,97.0,98.0,2.08,RU,1603227966.0
craig,40.52,-107.55,64.4,20.0,1.0,17.22,US,1603228221.0
tokonou,9.65,-9.78,71.83,90.0,79.0,1.63,GN,1603228221.0
lesogorsk,56.05,99.51,32.04,98.0,98.0,6.15,RU,1603228221.0
rubiera,44.65,10.78,52.0,91.0,57.0,3.06,IT,1603228222.0
new glasgow,45.58,-62.65,64.99,87.0,100.0,1.99,CA,1603228222.0
astorga,-23.23,-51.67,80.6,61.0,40.0,4.7,BR,1603228222.0
longmont,40.17,-105.1,60.8,18.0,75.0,5.82,US,1603228222.0
dolinsk,47.35,142.8,23.0,92.0,0.0,2.24,RU,1603228222.0
lewiston,44.1,-70.21,59.0,87.0,90.0,3.36,US,1603228223.0
san andres,12.58,-81.7,80.6,88.0,90.0,2.24,CO,1603228223.0
taltal,-25.4,-70.48,66.52,58.0,25.0,7.74,CL,1603228223.0
valleyview,55.07,-117.29,33.22,84.0,100.0,3.67,CA,1603228223.0
ardakan,32.31,54.02,59.0,14.0,0.0,4.7,IR,1603228224.0
kikerino,59.47,29.63,35.01,89.0,40.0,4.47,RU,1603228224.0
caceres,39.52,-6.37,57.99,98.0,100.0,16.49,ES,1603227965.0
flin flon,54.77,-101.86,30.2,46.0,90.0,3.36,CA,1603227871.0
yarim,14.3,44.38,52.45,42.0,1.0,4.5,YE,1603228224.0
alcamo,38.0,12.96,60.8,67.0,0.0,5.82,IT,1603228225.0
novoagansk,61.94,76.66,34.0,99.0,100.0,6.62,RU,1603228225.0
harsewinkel,51.97,8.23,55.99,94.0,100.0,1.99,DE,1603228225.0
calama,-22.47,-68.93,77.0,8.0,0.0,26.4,CL,1603228062.0
dicabisagan,17.08,122.42,79.75,84.0,100.0,12.97,PH,1603227927.0
lokosovo,61.13,74.82,35.22,98.0,100.0,5.48,RU,1603228226.0
pangody,65.85,74.49,25.63,98.0,100.0,5.26,RU,1603227976.0
san ramon,37.78,-121.98,90.0,13.0,1.0,6.93,US,1603227823.0
azul,-36.78,-59.86,63.0,44.0,3.0,7.0,AR,1603227993.0
qasigiannguit,68.82,-51.19,37.4,74.0,75.0,10.29,GL,1603228226.0
nkwerre,5.76,7.11,74.77,96.0,95.0,5.17,NG,1603228227.0
polur,12.5,79.13,76.51,85.0,100.0,2.04,IN,1603228227.0
atherton,53.52,-2.49,57.99,76.0,29.0,5.99,GB,1603228227.0
safaga,26.73,33.94,78.8,50.0,0.0,5.82,EG,1603228227.0
shuya,56.85,41.39,34.79,88.0,53.0,11.99,RU,1603228228.0
lannion,48.75,-3.42,59.0,87.0,100.0,10.29,FR,1603228228.0
mantua,45.17,10.78,57.0,91.0,90.0,0.38,IT,1603227760.0
porto walter,-8.27,-72.74,88.45,51.0,76.0,2.8,BR,1603228228.0
rio casca,-20.23,-42.65,68.79,89.0,100.0,4.9,BR,1603228228.0
akdepe,42.06,59.38,53.6,36.0,0.0,6.93,TM,1603227936.0
maldonado,-34.67,-54.92,55.4,58.0,75.0,17.22,UY,1603228229.0
ariquemes,-9.91,-63.04,93.81,38.0,41.0,4.59,BR,1603228229.0
barreiras,-12.15,-44.99,88.16,34.0,73.0,4.79,BR,1603228229.0
kaura namoda,12.59,6.58,82.49,30.0,0.0,2.62,NG,1603228229.0
basco,20.45,121.97,81.0,89.0,100.0,27.76,PH,1603228002.0
bambanglipuro,-7.95,110.28,77.9,87.0,100.0,4.0,ID,1603228230.0
boa vista,2.82,-60.67,95.0,39.0,75.0,9.17,BR,1603228230.0
ha noi,21.02,105.84,71.6,60.0,100.0,8.05,VN,1603228045.0
carauari,-4.88,-66.9,91.6,49.0,61.0,3.58,BR,1603227914.0
mizan teferi,6.98,35.58,61.39,89.0,93.0,2.51,ET,1603228231.0
channel-port aux basques,47.57,-59.14,55.02,91.0,81.0,16.28,CA,1603228231.0
larsnes,62.2,5.58,44.01,95.0,100.0,7.96,NO,1603228231.0
ostersund,63.18,14.64,30.2,100.0,100.0,9.17,SE,1603228231.0
santiago,-33.46,-70.65,82.4,23.0,0.0,9.17,CL,1603228217.0
vavozh,56.78,51.93,32.81,95.0,61.0,8.14,RU,1603228232.0
dzhebariki-khaya,62.22,135.8,16.02,95.0,98.0,3.13,RU,1603227947.0
togitsu,32.83,129.85,62.01,63.0,34.0,5.99,JP,1603228232.0
turan,16.07,108.22,78.8,88.0,75.0,8.05,VN,1603228233.0
coruripe,-10.13,-36.18,75.76,76.0,1.0,10.74,BR,1603228233.0
dajal,29.56,70.38,68.88,19.0,0.0,6.2,PK,1603228233.0
lichtenburg,-26.15,26.16,72.27,22.0,37.0,7.23,ZA,1603228233.0
pilar,-9.6,-35.96,78.8,69.0,20.0,10.29,BR,1603227957.0
evansville,37.97,-87.56,66.99,77.0,90.0,5.82,US,1603227873.0
esenyurt,41.03,28.68,66.0,72.0,75.0,18.34,TR,1603228234.0
tambacounda,13.75,-13.76,84.2,70.0,33.0,4.7,SN,1603228234.0
kysyl-syr,63.9,122.76,20.95,98.0,100.0,3.58,RU,1603228234.0
bestobe,52.5,73.1,47.08,55.0,17.0,11.03,KZ,1603228235.0
arica,-18.48,-70.3,66.2,72.0,75.0,14.99,CL,1603228235.0
rajsamand,25.07,73.88,74.7,68.0,10.0,4.56,IN,1603228235.0
nautla,20.22,-96.78,82.69,71.0,5.0,10.8,MX,1603228235.0
porto belo,-27.16,-48.55,77.0,78.0,20.0,12.75,BR,1603227966.0
qandala,11.47,49.87,83.97,39.0,0.0,3.15,SO,1603228236.0
sicamous,50.83,-118.99,48.0,84.0,70.0,2.51,CA,1603228236.0
borogontsy,62.67,131.17,11.61,96.0,98.0,4.38,RU,1603228236.0
neos marmaras,40.1,23.78,57.99,79.0,13.0,17.05,GR,1603228236.0
carutapera,-1.2,-46.02,81.28,72.0,19.0,8.99,BR,1603228237.0
saint-francois,46.42,3.91,62.6,59.0,100.0,21.92,FR,1603228237.0
pemangkat,1.17,108.97,79.0,84.0,100.0,1.81,ID,1603228083.0
nivala,63.92,24.97,30.0,92.0,74.0,1.99,FI,1603228237.0
abeche,13.83,20.83,83.79,15.0,0.0,9.73,TD,1603228237.0
hachinohe,40.5,141.5,44.6,81.0,20.0,4.7,JP,1603228237.0
rodino,52.5,80.25,41.9,61.0,23.0,10.25,RU,1603228238.0
kalaleh,37.38,55.49,62.62,43.0,0.0,3.18,IR,1603228238.0
omsukchan,62.53,155.8,12.45,92.0,95.0,2.17,RU,1603227938.0
horizontina,-27.63,-54.31,83.57,44.0,71.0,5.73,BR,1603228016.0
dosso,13.05,3.19,88.05,26.0,16.0,3.49,NE,1603228238.0
college,64.86,-147.8,19.4,85.0,90.0,3.36,US,1603227948.0
gueugnon,46.6,4.06,62.6,59.0,100.0,21.92,FR,1603228239.0
kyra,49.58,111.98,20.89,83.0,0.0,6.87,RU,1603228239.0
mporokoso,-9.37,30.12,73.67,46.0,93.0,3.31,ZM,1603228239.0
agustin codazzi,10.03,-73.24,86.81,60.0,72.0,1.23,CO,1603228240.0
kabwe,-14.45,28.45,72.18,24.0,0.0,6.22,ZM,1603228240.0
san jose,37.34,-121.89,90.0,26.0,0.0,1.99,US,1603227576.0
buin,-33.73,-70.75,82.4,23.0,0.0,9.17,CL,1603228240.0
yaan,7.38,8.57,76.41,91.0,80.0,5.77,NG,1603227913.0
melbu,68.5,14.83,39.2,60.0,20.0,19.46,NO,1603228241.0
kiruna,67.86,20.23,23.0,92.0,42.0,0.6,SE,1603227915.0
yeghegnavan,39.84,44.63,57.2,58.0,20.0,4.7,AM,1603228241.0
kishapu,-3.62,33.87,74.25,60.0,87.0,3.85,TZ,1603228148.0
fare,-16.7,-151.02,79.27,79.0,62.0,15.55,PF,1603228241.0
palora,-1.7,-77.93,80.6,69.0,75.0,5.82,EC,1603227928.0
husavik,66.04,-17.34,24.8,92.0,95.0,3.36,IS,1603228242.0
trincomalee,8.57,81.23,80.56,77.0,3.0,18.34,LK,1603228242.0
asau,46.43,26.4,39.2,93.0,0.0,1.12,RO,1603227730.0
urusha,54.05,122.9,30.18,97.0,100.0,6.29,RU,1603228025.0
yelan,50.95,43.74,37.63,77.0,21.0,9.69,RU,1603228243.0
dargaville,-35.93,173.88,64.54,63.0,100.0,3.87,NZ,1603228243.0
glendive,47.11,-104.71,33.8,80.0,90.0,19.46,US,1603228243.0
oliver,49.18,-119.55,55.99,57.0,75.0,4.7,CA,1603228118.0
jaszapati,47.52,20.15,44.6,81.0,40.0,4.7,HU,1603228243.0
rensvik,63.1,7.82,39.2,69.0,100.0,8.05,NO,1603228244.0
mandera,3.94,41.87,87.76,44.0,21.0,12.24,KE,1603228244.0
gigmoto,13.78,124.39,80.28,82.0,99.0,11.59,PH,1603228244.0
northam,51.03,-4.22,57.99,94.0,100.0,5.01,GB,1603227920.0
ballina,-28.87,153.57,59.0,87.0,40.0,7.02,AU,1603227969.0
workington,54.64,-3.54,54.0,86.0,100.0,15.99,GB,1603228244.0
maceira,39.69,-8.89,62.6,93.0,75.0,9.17,PT,1603228245.0
goure,13.98,10.27,86.0,16.0,100.0,1.99,NE,1603228245.0
altar,30.7,-111.82,96.01,16.0,0.0,1.99,MX,1603228245.0
luwuk,-0.95,122.79,76.01,70.0,98.0,3.96,ID,1603228245.0
isla vista,34.41,-119.86,79.0,82.0,90.0,4.7,US,1603228004.0
emerald,-23.53,148.17,69.8,88.0,75.0,6.93,AU,1603227949.0
lasa,46.62,10.7,50.0,93.0,75.0,5.82,IT,1603228246.0
januaria,-15.48,-44.37,76.75,71.0,83.0,7.52,BR,1603228246.0
wilmington,34.23,-77.94,80.6,69.0,40.0,4.7,US,1603227977.0
cam ranh,11.92,109.16,80.6,83.0,40.0,3.36,VN,1603228246.0
pervomayskoye,43.92,46.71,54.23,60.0,100.0,1.57,RU,1603227886.0
camopi,3.17,-52.32,88.99,45.0,25.0,5.57,GF,1603228247.0
nara,34.69,135.8,55.99,93.0,20.0,2.24,JP,1603227719.0
diego de almagro,-26.37,-70.05,80.06,19.0,0.0,11.9,CL,1603228247.0
urumqi,43.8,87.6,42.8,48.0,0.0,4.47,CN,1603228247.0
pecos,31.42,-103.49,93.2,9.0,1.0,3.36,US,1603228248.0
finale ligure,44.17,8.34,60.01,82.0,40.0,10.29,IT,1603228248.0
longonjo,-12.91,15.25,69.73,70.0,33.0,4.34,AO,1603228248.0
remedios,22.49,-79.55,84.2,74.0,75.0,13.87,CU,1603228248.0
sharlyk,52.92,54.75,37.11,78.0,0.0,5.03,RU,1603228248.0
rovaniemi,66.5,25.72,24.8,92.0,90.0,4.7,FI,1603228249.0
sidhi,24.42,81.88,72.34,38.0,0.0,0.25,IN,1603228249.0
sarh,9.14,18.39,82.4,78.0,6.0,1.63,TD,1603228249.0
manadhoo,5.77,73.38,81.63,81.0,98.0,12.95,MV,1603228249.0
novyy urgal,51.07,132.56,29.93,92.0,100.0,2.64,RU,1603228250.0
stettler,52.32,-112.72,28.36,88.0,0.0,3.76,CA,1603228250.0
bertoua,4.58,13.68,69.49,84.0,13.0,1.16,CM,1603228250.0
serro,-18.6,-43.38,62.51,95.0,100.0,0.27,BR,1603228250.0
zhangjiakou,40.81,114.88,36.27,67.0,0.0,13.62,CN,1603228251.0
teculutan,14.98,-89.72,84.81,67.0,57.0,3.53,GT,1603228251.0
azare,11.68,10.19,82.45,23.0,52.0,4.97,NG,1603228251.0
eydhafushi,5.1,73.07,81.57,80.0,100.0,12.12,MV,1603228251.0
iracoubo,5.48,-53.2,82.56,71.0,99.0,14.76,GF,1603228252.0
aloleng,16.13,119.78,78.8,92.0,100.0,23.98,PH,1603227950.0
rio grande,-32.03,-52.1,66.0,85.0,100.0,5.01,BR,1603228198.0
bandarbeyla,9.49,50.81,78.96,72.0,0.0,5.91,SO,1603227743.0
skvyra,49.73,29.67,42.3,81.0,36.0,4.61,UA,1603228252.0
kolokani,13.57,-8.03,82.94,24.0,0.0,2.59,ML,1603228253.0
tank,32.22,70.38,68.7,22.0,0.0,0.78,PK,1603228088.0
oskemen,49.96,82.61,26.6,86.0,29.0,2.24,KZ,1603228253.0
hohhot,40.81,111.65,28.4,54.0,0.0,4.47,CN,1603228253.0
shashi,30.31,112.24,55.99,94.0,100.0,8.81,CN,1603228253.0
clarence town,-32.58,151.78,66.0,77.0,0.0,8.05,AU,1603227943.0
neuquen,-38.95,-68.06,77.0,20.0,98.0,8.05,AR,1603228254.0
oriximina,-1.77,-55.87,91.96,42.0,1.0,7.07,BR,1603228254.0
venado tuerto,-33.75,-61.97,61.0,79.0,100.0,15.99,AR,1603228254.0
bukachacha,52.98,116.92,21.76,89.0,0.0,6.8,RU,1603227867.0
lora del rio,37.66,-5.53,64.4,93.0,40.0,18.34,ES,1603228255.0
challapata,-18.9,-66.77,52.18,57.0,86.0,7.76,BO,1603228255.0
cap malheureux,-19.98,57.61,75.0,71.0,1.0,5.01,MU,1603228247.0
linjiang,41.81,126.91,44.82,62.0,100.0,1.66,CN,1603228256.0
kollam,8.88,76.6,78.8,88.0,20.0,7.09,IN,1603228256.0
bondoukou,8.03,-2.8,73.63,87.0,68.0,1.43,CI,1603228256.0
wamba,8.93,8.6,75.29,79.0,3.0,2.37,NG,1603227908.0
quelimane,-17.88,36.89,78.8,88.0,20.0,14.99,MZ,1603228256.0
staryy nadym,65.61,72.68,25.79,98.0,100.0,6.85,RU,1603228257.0
port macquarie,-31.43,152.92,57.99,99.0,2.0,1.99,AU,1603228257.0
cleveland,41.5,-81.7,53.6,76.0,90.0,9.17,US,1603228224.0
kalangala,-0.31,32.23,73.4,78.0,20.0,4.7,UG,1603228257.0
cabra,37.47,-4.44,70.0,62.0,100.0,7.0,ES,1603228209.0
todos santos,23.45,-110.22,84.0,72.0,0.0,5.99,MX,1603228258.0
ust-kuyga,70.02,135.6,10.38,94.0,100.0,6.62,RU,1603228258.0
iquitos,-3.75,-73.25,91.4,59.0,20.0,6.93,PE,1603228258.0
temba,-25.38,28.26,85.55,20.0,53.0,17.63,ZA,1603228258.0
sendafa,9.15,39.03,48.49,63.0,0.0,4.59,ET,1603228259.0
mandla,22.6,80.38,71.1,83.0,41.0,1.95,IN,1603228259.0
speightstown,13.25,-59.65,87.8,66.0,20.0,11.41,BB,1603228259.0
oksfjord,70.24,22.35,32.0,86.0,75.0,6.93,NO,1603227991.0
cuenca,-2.88,-78.98,68.0,52.0,75.0,6.93,EC,1603228202.0
jumla,29.27,82.18,46.8,55.0,0.0,5.12,NP,1603228260.0
chulman,56.85,124.91,22.28,96.0,100.0,10.49,RU,1603228260.0
shitkino,56.37,98.35,32.83,96.0,99.0,8.28,RU,1603228260.0
vredendal,-31.67,18.5,56.77,63.0,0.0,9.13,ZA,1603227977.0
raha,26.23,92.52,73.47,93.0,1.0,2.33,IN,1603228260.0
reconquista,-29.15,-59.65,78.28,70.0,77.0,18.97,AR,1603228261.0
shiloh,38.56,-89.9,53.6,100.0,90.0,11.1,US,1603228261.0
lima duarte,-21.84,-43.79,66.94,87.0,97.0,4.09,BR,1603228261.0
fort morgan,40.25,-103.8,64.4,27.0,1.0,16.11,US,1603228261.0
abbeville,50.1,1.83,57.99,80.0,100.0,15.43,FR,1603228262.0
omboue,-1.57,9.26,77.25,86.0,98.0,5.79,GA,1603227930.0
quthing,-30.4,27.7,55.22,65.0,0.0,7.0,LS,1603228262.0
sioux lookout,50.1,-91.92,33.8,47.0,75.0,5.82,CA,1603228262.0
mayor pablo lagerenza,-19.93,-60.77,89.38,45.0,67.0,5.14,PY,1603228263.0
dezhou,37.45,116.29,57.2,32.0,61.0,10.8,CN,1603228263.0
north myrtle beach,33.82,-78.68,80.01,78.0,1.0,8.05,US,1603228263.0
obihiro,42.92,143.2,37.94,78.0,0.0,2.48,JP,1603228264.0
mkushi,-13.62,29.39,71.58,28.0,0.0,5.88,ZM,1603228264.0
vydrino,51.48,104.85,31.57,79.0,100.0,4.65,RU,1603228264.0
sembe,1.65,14.58,71.42,92.0,98.0,2.3,CG,1603228264.0
mezen,65.85,44.24,27.61,98.0,89.0,4.0,RU,1603228265.0
eregli,37.51,34.05,57.76,54.0,100.0,1.43,TR,1603228265.0
dutse,11.76,9.34,80.22,22.0,43.0,5.01,NG,1603228265.0
niquero,20.04,-77.58,83.86,67.0,95.0,6.4,CU,1603228265.0
beni,0.5,29.47,62.2,98.0,100.0,2.01,CD,1603228265.0
jeremie,18.65,-74.12,82.99,70.0,83.0,1.88,HT,1603228266.0
novyy urengoy,66.08,76.63,25.77,98.0,100.0,8.05,RU,1603227744.0
natal,-5.79,-35.21,80.6,69.0,20.0,10.29,BR,1603228266.0
burns lake,54.23,-125.75,38.71,74.0,100.0,6.06,CA,1603228008.0
bhuj,23.27,69.67,81.45,77.0,0.0,7.45,IN,1603228266.0
sur,22.57,59.53,72.99,63.0,0.0,5.32,OM,1603228267.0
shenjiamen,29.96,122.3,67.62,79.0,36.0,7.76,CN,1603227895.0
bonthe,7.53,-12.51,78.39,84.0,99.0,3.91,SL,1603228267.0
iquique,-20.22,-70.14,66.2,63.0,90.0,9.17,CL,1603228267.0
holbeach,52.8,0.01,57.0,85.0,96.0,5.99,GB,1603228268.0
buluang,13.31,123.34,78.53,88.0,100.0,8.81,PH,1603228268.0
mastic beach,40.77,-72.85,68.0,82.0,90.0,3.56,US,1603228268.0
newport,51.59,-3.0,59.0,97.0,100.0,1.99,GB,1603227986.0
tezu,27.92,96.17,68.43,83.0,4.0,4.0,IN,1603228000.0
ozernovskiy,51.5,156.52,41.04,69.0,100.0,19.19,RU,1603227962.0
nehe,48.48,124.83,49.46,53.0,99.0,12.44,CN,1603228269.0
pasighat,28.07,95.33,70.2,85.0,31.0,2.86,IN,1603228269.0
raga,8.46,25.68,72.55,87.0,41.0,4.16,SS,1603228004.0
spearfish,44.49,-103.86,44.01,75.0,71.0,17.22,US,1603228269.0
casa nova,-9.42,-41.13,95.0,21.0,55.0,8.05,BR,1603228270.0
ust-kut,56.79,105.77,26.38,94.0,92.0,3.76,RU,1603227919.0
eyrarbakki,63.86,-21.15,35.6,80.0,40.0,4.7,IS,1603228270.0
kandrian,-6.22,149.55,79.16,81.0,94.0,4.18,PG,1603228270.0
sedro-woolley,48.5,-122.24,57.2,67.0,75.0,5.82,US,1603228208.0
gilbues,-9.83,-45.34,89.42,23.0,100.0,5.37,BR,1603228268.0
urengoy,65.97,78.37,25.25,98.0,100.0,7.05,RU,1603228271.0
poyarkovo,49.6,128.68,49.48,70.0,100.0,10.67,RU,1603228271.0
jertih,5.73,102.49,78.8,88.0,20.0,2.24,MY,1603228271.0
kayan,16.91,96.56,77.0,100.0,90.0,9.17,MM,1603228271.0
lincoln,40.8,-96.67,44.6,75.0,90.0,11.41,US,1603228272.0
champerico,14.3,-91.92,84.2,83.0,75.0,6.93,GT,1603228272.0
cicero dantas,-10.6,-38.38,74.95,61.0,86.0,13.94,BR,1603228272.0
sabla,12.75,4.71,87.55,26.0,0.0,6.31,NG,1603228272.0
ypsonas,34.69,32.96,75.2,47.0,1.0,5.82,CY,1603228272.0
changji,44.02,87.32,42.8,48.0,0.0,4.47,CN,1603228273.0
nurobod,40.91,69.8,50.0,53.0,0.0,6.93,UZ,1603228273.0
noumea,-22.28,166.46,77.0,65.0,18.0,2.24,NC,1603228273.0
gizo,-8.1,156.84,83.86,72.0,85.0,5.77,SB,1603227761.0
traverse city,44.76,-85.62,48.2,49.0,90.0,9.17,US,1603228273.0
pitsunda,43.16,40.34,51.8,87.0,0.0,6.71,GE,1603228274.0
eureka,40.8,-124.16,73.99,56.0,1.0,12.75,US,1603227887.0
shebalino,51.29,85.68,36.43,72.0,85.0,5.32,RU,1603228274.0
dandong,40.13,124.39,55.08,77.0,100.0,7.36,CN,1603228274.0
bonnyville,54.27,-110.73,26.6,63.0,90.0,6.93,CA,1603228275.0
pimentel,-6.84,-79.93,71.6,60.0,12.0,21.92,PE,1603228275.0
kasungu,-13.03,33.48,71.76,48.0,0.0,5.86,MW,1603228275.0
biloela,-24.42,150.5,69.49,78.0,37.0,5.41,AU,1603228036.0
uusikaupunki,60.8,21.41,33.8,80.0,90.0,9.17,FI,1603227918.0
severomuysk,56.15,113.43,4.53,93.0,81.0,2.84,RU,1603228276.0
kurilsk,45.23,147.88,42.39,63.0,0.0,4.47,RU,1603228276.0
stepnoye,51.4,46.87,44.01,57.0,81.0,1.99,RU,1603228276.0
jiayuguan,39.82,98.3,40.78,55.0,0.0,2.35,CN,1603228276.0
antigonish,45.62,-62.0,64.99,87.0,100.0,1.99,CA,1603228277.0
temir,49.14,57.13,41.95,68.0,0.0,13.98,KZ,1603228277.0
hirara,24.8,125.28,80.53,81.0,100.0,24.09,JP,1603227982.0
atambua,-9.11,124.89,73.56,81.0,100.0,1.99,ID,1603227997.0
pasni,25.26,63.47,78.22,28.0,0.0,13.44,PK,1603227870.0
almaznyy,48.04,40.05,42.8,67.0,70.0,6.71,RU,1603228277.0
baoqing,46.33,132.21,45.86,82.0,100.0,9.86,CN,1603228278.0
warrington,53.39,-2.58,57.99,87.0,20.0,12.75,GB,1603228278.0
eldorado,-23.79,-54.28,85.37,52.0,1.0,3.2,BR,1603228278.0
chibombo,-14.66,28.07,73.89,23.0,0.0,8.97,ZM,1603228278.0
great falls,47.5,-111.3,32.0,86.0,90.0,3.36,US,1603228161.0
christchurch,-43.53,172.63,57.0,71.0,61.0,6.93,NZ,1603228279.0
irun,43.34,-1.79,77.0,38.0,100.0,17.22,ES,1603228279.0
mahenge,-8.68,36.72,68.47,78.0,58.0,4.43,TZ,1603228279.0
seymchan,62.88,152.43,14.09,93.0,20.0,2.53,RU,1603228279.0
nagato,34.38,131.2,62.6,77.0,40.0,4.7,JP,1603228279.0
wad madani,14.4,33.52,86.18,18.0,0.0,6.49,SD,1603228146.0
swan river,52.11,-101.27,32.22,78.0,100.0,2.89,CA,1603228280.0
marsh harbour,26.54,-77.06,81.61,75.0,100.0,22.01,BS,1603228280.0
bella union,-30.28,-57.6,72.75,75.0,93.0,16.98,UY,1603228280.0
shwebo,22.57,95.7,74.25,91.0,97.0,4.68,MM,1603228280.0
amberley,39.2,-84.43,55.4,93.0,90.0,3.74,US,1603228280.0
esmeraldas,-19.76,-44.31,64.4,93.0,90.0,4.7,BR,1603228281.0
san cristobal,7.77,-72.22,86.0,58.0,40.0,13.87,VE,1603228281.0
gusinoye ozero,51.11,106.26,25.56,81.0,97.0,1.81,RU,1603228281.0
hellvik,59.92,5.78,48.99,92.0,100.0,6.02,NO,1603228281.0
karasburg,-28.02,18.75,60.75,27.0,0.0,9.62,NA,1603228282.0
barra,-11.09,-43.14,85.5,37.0,49.0,2.98,BR,1603228282.0
sept-iles,50.2,-66.38,44.01,100.0,90.0,6.93,CA,1603228282.0
regina,50.45,-104.62,28.99,79.0,90.0,11.41,CA,1603228123.0
zeya,53.75,127.27,36.09,90.0,100.0,6.31,RU,1603228282.0
rotenburg,53.12,9.4,54.0,67.0,100.0,11.01,DE,1603228283.0
acajutla,13.59,-89.83,84.2,58.0,40.0,4.7,SV,1603227968.0
bardiyah,31.76,25.09,70.81,73.0,84.0,6.17,LY,1603228283.0
north platte,41.12,-100.77,64.4,39.0,1.0,17.22,US,1603228283.0
carbonia,39.17,8.52,64.4,72.0,2.0,12.75,IT,1603228284.0
acurenam,1.03,10.65,68.86,98.0,96.0,4.21,GQ,1603228284.0
lanquin,15.57,-89.97,76.8,87.0,76.0,2.89,GT,1603228284.0
bonavista,48.65,-53.11,55.0,86.0,100.0,10.0,CA,1603227973.0
salamiyah,35.01,37.05,66.92,43.0,0.0,4.97,SY,1603228284.0
la teste-de-buch,44.63,-1.14,60.8,87.0,100.0,12.75,FR,1603228284.0
chitral,35.85,71.79,57.72,33.0,0.0,3.06,PK,1603228285.0
bull savanna,17.89,-77.59,77.02,85.0,100.0,10.63,JM,1603228285.0
cairns,-16.92,145.77,73.4,83.0,75.0,6.93,AU,1603228053.0
gympie,-26.19,152.66,64.0,85.0,66.0,1.99,AU,1603228285.0
baruun-urt,46.68,113.28,22.69,83.0,83.0,12.95,MN,1603227980.0
tautira,-17.73,-149.15,84.2,70.0,20.0,14.99,PF,1603227872.0
troutdale,45.54,-122.39,63.0,51.0,75.0,3.36,US,1603228286.0
kargil,34.57,76.1,35.33,67.0,0.0,3.62,IN,1603227921.0
